id,pred_xgb_shallow_full_data
0.0,0.9970601797103882
1.0,0.008847377263009548
2.0,0.009608058258891106
3.0,0.042492788285017014
4.0,0.9982211589813232
5.0,0.9921523928642273
6.0,0.8998006582260132
7.0,0.01900915428996086
8.0,0.2037602961063385
9.0,0.0894126147031784
10.0,0.024002114310860634
11.0,0.011083077639341354
12.0,0.07685649394989014
13.0,0.03386808559298515
14.0,0.9440838098526001
15.0,0.24918439984321594
16.0,0.09462898224592209
17.0,0.9717987179756165
18.0,0.6860367059707642
19.0,0.0033007776364684105
20.0,0.8387400507926941
21.0,0.5298689603805542
22.0,0.005673076491802931
23.0,0.00483753951266408
24.0,0.9137438535690308
25.0,0.014425728470087051
26.0,0.014156035147607327
27.0,0.8777096271514893
28.0,0.9332998991012573
29.0,0.9567575454711914
30.0,0.9122883081436157
31.0,0.9491366744041443
32.0,0.3105177879333496
33.0,0.9613338708877563
34.0,0.04653642326593399
35.0,0.4741215705871582
36.0,0.9191610217094421
37.0,0.8062142729759216
38.0,0.8520277738571167
39.0,0.9982569813728333
40.0,0.989244818687439
41.0,0.08646035939455032
42.0,0.12290343642234802
43.0,0.06416647881269455
44.0,0.5394240617752075
45.0,0.015332081355154514
46.0,0.47869083285331726
47.0,0.019394947215914726
48.0,0.2528074383735657
49.0,0.35400089621543884
50.0,0.015699394047260284
51.0,0.8948540687561035
52.0,0.9317943453788757
53.0,0.8889023065567017
54.0,0.2397054135799408
55.0,0.9836856126785278
56.0,0.005595306400209665
57.0,0.010623986832797527
58.0,0.9259451627731323
59.0,0.7220518589019775
60.0,0.9859439134597778
61.0,0.9730785489082336
62.0,0.9855129718780518
63.0,0.9828166365623474
64.0,0.022069713100790977
65.0,0.009844054467976093
66.0,0.07428839802742004
67.0,0.017726564779877663
68.0,0.007289726287126541
69.0,0.9888027310371399
70.0,0.08653116971254349
71.0,0.012564225122332573
72.0,0.3413507342338562
73.0,0.6321982145309448
74.0,0.9876255393028259
75.0,0.20167246460914612
76.0,0.010792807675898075
77.0,0.39623314142227173
78.0,0.9877087473869324
79.0,0.006731666624546051
80.0,0.9874063730239868
81.0,0.9867500066757202
82.0,0.45134416222572327
83.0,0.4350460469722748
84.0,0.005799181759357452
85.0,0.009219624102115631
86.0,0.019951388239860535
87.0,0.9348108172416687
88.0,0.9649789333343506
89.0,0.06706458330154419
90.0,0.01150201354175806
91.0,0.01081257127225399
92.0,0.8597311973571777
93.0,0.004317018203437328
94.0,0.274301141500473
95.0,0.9710511565208435
96.0,0.21338072419166565
97.0,0.9339736700057983
98.0,0.01286054402589798
99.0,0.5266817212104797
100.0,0.5401761531829834
101.0,0.09775631874799728
102.0,0.8465480208396912
103.0,0.8487284779548645
104.0,0.06866107136011124
105.0,0.008324160240590572
106.0,0.3631148040294647
107.0,0.3371732234954834
108.0,0.49045583605766296
109.0,0.9227343797683716
110.0,0.9832653999328613
111.0,0.5013693571090698
112.0,0.9256103038787842
113.0,0.006895755417644978
114.0,0.8566358089447021
115.0,0.756088137626648
116.0,0.8377812504768372
117.0,0.33144304156303406
118.0,0.2628011703491211
119.0,0.972941517829895
120.0,0.9322494268417358
121.0,0.9470257759094238
122.0,0.010106432251632214
123.0,0.008092766627669334
124.0,0.8996533155441284
125.0,0.8435707688331604
126.0,0.0143768060952425
127.0,0.1371694952249527
128.0,0.3868471384048462
129.0,0.9993764162063599
130.0,0.8359058499336243
131.0,0.006874320097267628
132.0,0.0345429927110672
133.0,0.07235415279865265
134.0,0.04192226380109787
135.0,0.009198550134897232
136.0,0.3543495535850525
137.0,0.28257566690444946
138.0,0.9994569420814514
139.0,0.9492642283439636
140.0,0.04944346845149994
141.0,0.5939955711364746
142.0,0.06573948264122009
143.0,0.1302708089351654
144.0,0.07421625405550003
145.0,0.5381096005439758
146.0,0.3162463903427124
147.0,0.9926153421401978
148.0,0.014296561479568481
149.0,0.05503837764263153
150.0,0.5872159004211426
151.0,0.007859929464757442
152.0,0.08156953006982803
153.0,0.9508333802223206
154.0,0.002125644590705633
155.0,0.1842183619737625
156.0,0.9832146167755127
157.0,0.8499976396560669
158.0,0.2663692533969879
159.0,0.9974286556243896
160.0,0.6681408882141113
161.0,0.0059104980900883675
162.0,0.28067874908447266
163.0,0.9952290058135986
164.0,0.04843868315219879
165.0,0.010428876616060734
166.0,0.0445210337638855
167.0,0.015106096863746643
168.0,0.9733829498291016
169.0,0.9633386731147766
170.0,0.9238646626472473
171.0,0.01073015108704567
172.0,0.9787169694900513
173.0,0.02560194581747055
174.0,0.9905418157577515
175.0,0.0859043300151825
176.0,0.7703638076782227
177.0,0.03710504621267319
178.0,0.008546143770217896
179.0,0.06615222990512848
180.0,0.018579818308353424
181.0,0.8096169233322144
182.0,0.014170522801578045
183.0,0.9835160970687866
184.0,0.15719202160835266
185.0,0.09277082234621048
186.0,0.8060583472251892
187.0,0.7482802867889404
188.0,0.9555515050888062
189.0,0.6386861801147461
190.0,0.009386057034134865
191.0,0.06879349052906036
192.0,0.00903892982751131
193.0,0.023371798917651176
194.0,0.13099628686904907
195.0,0.6898431777954102
196.0,0.42564237117767334
197.0,0.983566403388977
198.0,0.9171527624130249
199.0,0.033177632838487625
200.0,0.7962251901626587
201.0,0.42651984095573425
202.0,0.8818197846412659
203.0,0.9297589063644409
204.0,0.08482854068279266
205.0,0.04716740548610687
206.0,0.054463550448417664
207.0,0.9897840023040771
208.0,0.9233124256134033
209.0,0.9951850175857544
210.0,0.23106297850608826
211.0,0.43876150250434875
212.0,0.03188272938132286
213.0,0.7456533908843994
214.0,0.0017437904607504606
215.0,0.0851675346493721
216.0,0.5363137722015381
217.0,0.9110015630722046
218.0,0.84735107421875
219.0,0.2520310878753662
220.0,0.8575831651687622
221.0,0.5757861733436584
222.0,0.9973668456077576
223.0,0.051944881677627563
224.0,0.3270021080970764
225.0,0.6891627311706543
226.0,0.014787311665713787
227.0,0.8773746490478516
228.0,0.001913541927933693
229.0,0.9934967756271362
230.0,0.02221721038222313
231.0,0.01581088826060295
232.0,0.5468803644180298
233.0,0.010259974747896194
234.0,0.012307197786867619
235.0,0.9702883362770081
236.0,0.028910888358950615
237.0,0.9990857839584351
238.0,0.9591073989868164
239.0,0.08722872287034988
240.0,0.0063030170276761055
241.0,0.015325135551393032
242.0,0.3286646604537964
243.0,0.9966899752616882
244.0,0.8552187085151672
245.0,0.04710756987333298
246.0,0.01447804644703865
247.0,0.8054766058921814
248.0,0.6635222434997559
249.0,0.38701364398002625
250.0,0.9712587594985962
251.0,0.9837377071380615
252.0,0.9834157824516296
253.0,0.005698623135685921
254.0,0.7224833965301514
255.0,0.4538787007331848
256.0,0.005114753730595112
257.0,0.04848369583487511
258.0,0.048610102385282516
259.0,0.006527130492031574
260.0,0.8604714870452881
261.0,0.17640617489814758
262.0,0.38918831944465637
263.0,0.40330609679222107
264.0,0.004510142374783754
265.0,0.22110743820667267
266.0,0.9966789484024048
267.0,0.3292326331138611
268.0,0.8283970952033997
269.0,0.02036469429731369
270.0,0.04819362610578537
