id,pred_realmlp_full_data
0.0,0.9977654218673706
1.0,0.009622963145375252
2.0,0.013760893605649471
3.0,0.03058951534330845
4.0,0.9983288645744324
5.0,0.9942677021026611
6.0,0.9325472712516785
7.0,0.019931942224502563
8.0,0.22265665233135223
9.0,0.0963340476155281
10.0,0.013489579781889915
11.0,0.005392870865762234
12.0,0.07556261867284775
13.0,0.03224557638168335
14.0,0.9487174153327942
15.0,0.24029755592346191
16.0,0.14729265868663788
17.0,0.9823358654975891
18.0,0.6234923601150513
19.0,0.0019058126490563154
20.0,0.8725360035896301
21.0,0.3510216474533081
22.0,0.010746081359684467
23.0,0.012967430986464024
24.0,0.8873174786567688
25.0,0.011118656024336815
26.0,0.02679605223238468
27.0,0.9247903823852539
28.0,0.9475821852684021
29.0,0.9697190523147583
30.0,0.9110735654830933
31.0,0.9305126667022705
32.0,0.49209439754486084
33.0,0.962982714176178
34.0,0.04631226509809494
35.0,0.4931985139846802
36.0,0.9548783302307129
37.0,0.830603301525116
38.0,0.9027246832847595
39.0,0.9980512857437134
40.0,0.991972804069519
41.0,0.0692058801651001
42.0,0.18061000108718872
43.0,0.08771102130413055
44.0,0.5548583269119263
45.0,0.011482260189950466
46.0,0.4355282187461853
47.0,0.06128072738647461
48.0,0.2324085533618927
49.0,0.4595757722854614
50.0,0.014155267737805843
51.0,0.9612342715263367
52.0,0.9505357146263123
53.0,0.907846987247467
54.0,0.17866964638233185
55.0,0.9904143214225769
56.0,0.0037289136089384556
57.0,0.006641685497015715
58.0,0.9428970217704773
59.0,0.7117215394973755
60.0,0.9896279573440552
61.0,0.9654992818832397
62.0,0.9878193140029907
63.0,0.9822834134101868
64.0,0.03075166419148445
65.0,0.015151312574744225
66.0,0.08391109853982925
67.0,0.02162059210240841
68.0,0.004514345899224281
69.0,0.994985818862915
70.0,0.10221664607524872
71.0,0.019270742312073708
72.0,0.27906107902526855
73.0,0.5613559484481812
74.0,0.9821823239326477
75.0,0.2414109855890274
76.0,0.0047848946414887905
77.0,0.4065016508102417
78.0,0.9911859631538391
79.0,0.004083422478288412
80.0,0.9847849607467651
81.0,0.9811635613441467
82.0,0.4404734671115875
83.0,0.5038149356842041
84.0,0.006435077637434006
85.0,0.01726566068828106
86.0,0.023011822253465652
87.0,0.9403165578842163
88.0,0.9426799416542053
89.0,0.05288194119930267
90.0,0.004227919969707727
91.0,0.011847777292132378
92.0,0.8850894570350647
93.0,0.005296340212225914
94.0,0.325539767742157
95.0,0.9655665755271912
96.0,0.28726649284362793
97.0,0.919242799282074
98.0,0.010321681387722492
99.0,0.45136919617652893
100.0,0.6911948919296265
101.0,0.06960906088352203
102.0,0.9181231260299683
103.0,0.8255628943443298
104.0,0.18687039613723755
105.0,0.010115394368767738
106.0,0.34880492091178894
107.0,0.33088821172714233
108.0,0.5417041778564453
109.0,0.9358884692192078
110.0,0.9827636480331421
111.0,0.5627034306526184
112.0,0.9229186773300171
113.0,0.008367407135665417
114.0,0.8495396971702576
115.0,0.7711146473884583
116.0,0.8530811667442322
117.0,0.41146227717399597
118.0,0.25972023606300354
119.0,0.9801438450813293
120.0,0.9317018985748291
121.0,0.9313830733299255
122.0,0.058251768350601196
123.0,0.025783225893974304
124.0,0.8990544676780701
125.0,0.87663334608078
126.0,0.01309236790984869
127.0,0.1045493334531784
128.0,0.3209039568901062
129.0,0.9991080164909363
130.0,0.8167665004730225
131.0,0.00543372193351388
132.0,0.014575399458408356
133.0,0.04901859536767006
134.0,0.02800183743238449
135.0,0.0061798738315701485
136.0,0.34121623635292053
137.0,0.44770699739456177
138.0,0.9992294311523438
139.0,0.9433881044387817
140.0,0.026376836001873016
141.0,0.5870913863182068
142.0,0.05718404799699783
143.0,0.07586057484149933
144.0,0.051270969212055206
145.0,0.5620320439338684
146.0,0.27334538102149963
147.0,0.9906114935874939
148.0,0.01485434453934431
149.0,0.05442146956920624
150.0,0.6853747963905334
151.0,0.010277533903717995
152.0,0.07927035540342331
153.0,0.9258459806442261
154.0,0.0031393766403198242
155.0,0.17291668057441711
156.0,0.9770085215568542
157.0,0.8962613940238953
158.0,0.33884331583976746
159.0,0.9979598522186279
160.0,0.6412733197212219
161.0,0.005918274167925119
162.0,0.3254653513431549
163.0,0.9964116215705872
164.0,0.05654453486204147
165.0,0.0077580660581588745
166.0,0.04789361357688904
167.0,0.015608105808496475
168.0,0.9823777675628662
169.0,0.9746866822242737
170.0,0.9271395802497864
171.0,0.009941373020410538
172.0,0.9756197929382324
173.0,0.033179473131895065
174.0,0.9912689924240112
175.0,0.05152422562241554
176.0,0.7791892886161804
177.0,0.08503302931785583
178.0,0.01230545062571764
179.0,0.03192463517189026
180.0,0.03735920786857605
181.0,0.8766594529151917
182.0,0.006363655440509319
183.0,0.9883352518081665
184.0,0.14257434010505676
185.0,0.0754898265004158
186.0,0.7190978527069092
187.0,0.820713460445404
188.0,0.975389838218689
189.0,0.662067174911499
190.0,0.010802976787090302
191.0,0.04412902519106865
192.0,0.009216167964041233
193.0,0.017837023362517357
194.0,0.1717635989189148
195.0,0.6484543681144714
196.0,0.3711314797401428
197.0,0.9694386720657349
198.0,0.8777077794075012
199.0,0.041069239377975464
200.0,0.7983664274215698
201.0,0.45965903997421265
202.0,0.9027997851371765
203.0,0.9387133121490479
204.0,0.054458532482385635
205.0,0.042269036173820496
206.0,0.039173610508441925
207.0,0.990094006061554
208.0,0.9227235317230225
209.0,0.9947031140327454
210.0,0.20439401268959045
211.0,0.31760984659194946
212.0,0.03213732689619064
213.0,0.7223870754241943
214.0,0.00465006846934557
215.0,0.13505208492279053
216.0,0.576259970664978
217.0,0.9475963711738586
218.0,0.844992995262146
219.0,0.21437007188796997
220.0,0.8454399108886719
221.0,0.7102553844451904
222.0,0.9977052807807922
223.0,0.03464031219482422
224.0,0.26844173669815063
225.0,0.7507577538490295
226.0,0.017928700894117355
227.0,0.8295844793319702
228.0,0.003503696760162711
229.0,0.9887595176696777
230.0,0.015158799476921558
231.0,0.015190432779490948
232.0,0.6467710733413696
233.0,0.011223940178751945
234.0,0.012112785130739212
235.0,0.9499041438102722
236.0,0.011637759394943714
237.0,0.9987033605575562
238.0,0.965592622756958
239.0,0.11279459297657013
240.0,0.00411112979054451
241.0,0.02256269007921219
242.0,0.37623196840286255
243.0,0.9984456896781921
244.0,0.835284948348999
245.0,0.03266466408967972
246.0,0.020205147564411163
247.0,0.7578465938568115
248.0,0.6408485770225525
249.0,0.40452465415000916
250.0,0.9681717753410339
251.0,0.9894968271255493
252.0,0.9837021827697754
253.0,0.009767767041921616
254.0,0.6592448353767395
255.0,0.4975172281265259
256.0,0.006417349446564913
257.0,0.059476736932992935
258.0,0.07845035940408707
259.0,0.013719543814659119
260.0,0.8561336994171143
261.0,0.13266578316688538
262.0,0.2920472025871277
263.0,0.3043418228626251
264.0,0.006837765220552683
265.0,0.20939570665359497
266.0,0.9971787929534912
267.0,0.37868279218673706
268.0,0.8092551827430725
269.0,0.016048811376094818
270.0,0.060864146798849106
271.0,0.9823415279388428
272.0,0.0673719272017479
273.0,0.9091086983680725
274.0,0.9892500638961792
275.0,0.029613647609949112
276.0,0.1608724594116211
277.0,0.00888537336140871
278.0,0.004376029130071402
279.0,0.9834148287773132
280.0,0.974835216999054
281.0,0.024540157988667488
282.0,0.9821881651878357
283.0,0.9957759976387024
284.0,0.18366611003875732
285.0,0.4227980077266693
286.0,0.010392178781330585
287.0,0.9948457479476929
288.0,0.9279343485832214
289.0,0.9569332599639893
290.0,0.9952221512794495
291.0,0.11380772292613983
292.0,0.7179940938949585
293.0,0.24709941446781158
294.0,0.6176297664642334
295.0,0.047831881791353226
296.0,0.9428630471229553
297.0,0.014345051720738411
298.0,0.9731284976005554
299.0,0.9955173134803772
300.0,0.999207079410553
301.0,0.0059690759517252445
302.0,0.907846987247467
303.0,0.017169827595353127
304.0,0.8959898352622986
305.0,0.4473046064376831
306.0,0.9933009147644043
307.0,0.94879150390625
308.0,0.028974968940019608
309.0,0.9240934252738953
310.0,0.38436341285705566
311.0,0.9864757657051086
312.0,0.9881872534751892
313.0,0.03304428979754448
314.0,0.9947603344917297
315.0,0.5024846792221069
316.0,0.46584975719451904
317.0,0.03619808703660965
318.0,0.015772417187690735
319.0,0.010743633843958378
320.0,0.19078749418258667
321.0,0.9242095947265625
322.0,0.8622255325317383
323.0,0.025945566594600677
324.0,0.8568171858787537
325.0,0.3144162893295288
326.0,0.9934722185134888
327.0,0.1937011182308197
328.0,0.9384554028511047
329.0,0.11394183337688446
330.0,0.9648614525794983
331.0,0.4501175284385681
332.0,0.11412019282579422
333.0,0.08974507451057434
334.0,0.3849569261074066
335.0,0.9977821707725525
336.0,0.0468037985265255
337.0,0.030104277655482292
338.0,0.010551126673817635
339.0,0.08902233839035034
340.0,0.09357370436191559
341.0,0.9994245767593384
342.0,0.957196056842804
343.0,0.07146664708852768
344.0,0.06579940021038055
345.0,0.9851391911506653
346.0,0.8768206238746643
347.0,0.6283067464828491
348.0,0.007716342806816101
349.0,0.03289949148893356
350.0,0.9750653505325317
351.0,0.15185020864009857
352.0,0.7487150430679321
353.0,0.9754042029380798
354.0,0.9741002917289734
355.0,0.013444689102470875
356.0,0.028184447437524796
357.0,0.052280545234680176
358.0,0.31782007217407227
359.0,0.7874575853347778
360.0,0.006463032681494951
361.0,0.9986305236816406
362.0,0.9903325438499451
363.0,0.28559616208076477
364.0,0.2379087209701538
365.0,0.6879606246948242
366.0,0.0654907375574112
367.0,0.020629001781344414
368.0,0.005363171454519033
369.0,0.028872456401586533
370.0,0.9594771265983582
371.0,0.8969864845275879
372.0,0.020031500607728958
373.0,0.5372023582458496
374.0,0.05214521661400795
375.0,0.4335941672325134
376.0,0.9879094958305359
377.0,0.45426708459854126
378.0,0.43311023712158203
379.0,0.9729672074317932
380.0,0.015588953159749508
381.0,0.9301862120628357
382.0,0.9411927461624146
383.0,0.9644795060157776
384.0,0.26139768958091736
385.0,0.3425597846508026
386.0,0.6940542459487915
387.0,0.08061964064836502
388.0,0.25676801800727844
389.0,0.005254675168544054
390.0,0.1304517388343811
391.0,0.9863123297691345
392.0,0.9275083541870117
393.0,0.06057133898139
394.0,0.7985072731971741
395.0,0.06330700218677521
396.0,0.9944301247596741
397.0,0.0046995156444609165
398.0,0.842234194278717
399.0,0.034264545887708664
400.0,0.21297192573547363
401.0,0.04172658920288086
402.0,0.9859305620193481
403.0,0.018312009051442146
404.0,0.15811067819595337
405.0,0.9258593320846558
406.0,0.023344887420535088
407.0,0.9912673830986023
408.0,0.3298027813434601
409.0,0.7150296568870544
410.0,0.9884077906608582
411.0,0.3102353811264038
412.0,0.980027973651886
413.0,0.5960646271705627
414.0,0.7804362773895264
415.0,0.2511468529701233
416.0,0.7952967286109924
417.0,0.6816365122795105
418.0,0.039749715477228165
419.0,0.07016485184431076
420.0,0.7024060487747192
421.0,0.8727207779884338
422.0,0.20971211791038513
423.0,0.9886018633842468
424.0,0.004835051018744707
425.0,0.24560236930847168
426.0,0.0209695715457201
427.0,0.013203971087932587
428.0,0.008363922126591206
429.0,0.15507715940475464
430.0,0.9984031319618225
431.0,0.49570563435554504
432.0,0.010629518888890743
433.0,0.054082438349723816
434.0,0.003345376579090953
435.0,0.016108820214867592
436.0,0.07546316087245941
437.0,0.981620192527771
438.0,0.9880934357643127
439.0,0.014441471546888351
440.0,0.04140827804803848
441.0,0.05186733976006508
442.0,0.04155152663588524
443.0,0.7313895225524902
444.0,0.3437090218067169
445.0,0.05547834932804108
446.0,0.6011418700218201
447.0,0.2731294631958008
448.0,0.1707727462053299
449.0,0.23174969851970673
450.0,0.03075614757835865
451.0,0.21500825881958008
452.0,0.5168474912643433
453.0,0.9933900833129883
454.0,0.010470272973179817
455.0,0.7566542625427246
456.0,0.007828308269381523
457.0,0.03392546623945236
458.0,0.9180594086647034
459.0,0.5601741671562195
460.0,0.5488489866256714
461.0,0.7668477296829224
462.0,0.012971612624824047
463.0,0.981882631778717
464.0,0.15428529679775238
465.0,0.11235333979129791
466.0,0.4443245530128479
467.0,0.024048637598752975
468.0,0.12698887288570404
469.0,0.10385783761739731
470.0,0.23408937454223633
471.0,0.07253577560186386
472.0,0.9327839612960815
473.0,0.8102980256080627
474.0,0.011205433867871761
475.0,0.00943633820861578
476.0,0.025933681055903435
477.0,0.02792307361960411
478.0,0.8786191940307617
479.0,0.00659179175272584
480.0,0.9950193166732788
481.0,0.9940634369850159
482.0,0.9833759665489197
483.0,0.8587496280670166
484.0,0.9924334287643433
485.0,0.7112370133399963
486.0,0.09683472663164139
487.0,0.054465703666210175
488.0,0.4871262013912201
489.0,0.6617112159729004
490.0,0.7600762248039246
491.0,0.09307115525007248
492.0,0.5561726689338684
493.0,0.9598258137702942
494.0,0.04473235085606575
495.0,0.8365963101387024
496.0,0.9901248216629028
497.0,0.6808830499649048
498.0,0.9982842803001404
499.0,0.005561633035540581
500.0,0.10702621936798096
501.0,0.03859235346317291
502.0,0.9982448816299438
503.0,0.9081565737724304
504.0,0.05777287483215332
505.0,0.9339672327041626
506.0,0.24060703814029694
507.0,0.9788011908531189
508.0,0.94187992811203
509.0,0.007316126953810453
510.0,0.6882562637329102
511.0,0.9547192454338074
512.0,0.9625437259674072
513.0,0.040858495980501175
514.0,0.9362611770629883
515.0,0.984326183795929
516.0,0.017086448147892952
517.0,0.6139466166496277
518.0,0.07940171658992767
519.0,0.1568676233291626
520.0,0.03219500184059143
521.0,0.9338662624359131
522.0,0.06379508972167969
523.0,0.9678922295570374
524.0,0.8633763790130615
525.0,0.6475712656974792
526.0,0.9886845946311951
527.0,0.099690280854702
528.0,0.9975939393043518
529.0,0.9577978253364563
530.0,0.04304223507642746
531.0,0.9320172071456909
532.0,0.0047288876958191395
533.0,0.0485784150660038
534.0,0.8515854477882385
535.0,0.002569490345194936
536.0,0.9447776675224304
537.0,0.9235751628875732
538.0,0.004887230694293976
539.0,0.7852603197097778
540.0,0.1389496624469757
541.0,0.013073805719614029
542.0,0.027245458215475082
543.0,0.3507254421710968
544.0,0.017636679112911224
545.0,0.7331354022026062
546.0,0.9889601469039917
547.0,0.6445404887199402
548.0,0.6650832295417786
549.0,0.8959149718284607
550.0,0.013234256766736507
551.0,0.9656504988670349
552.0,0.020276978611946106
553.0,0.8132468461990356
554.0,0.03202347457408905
555.0,0.9984214305877686
556.0,0.8482663035392761
