id,pred_cat_te_full_data
0.0,0.997285379386652
1.0,0.008200955088580042
2.0,0.010426082991724766
3.0,0.047406109688147915
4.0,0.9978914249080898
5.0,0.9932103915254977
6.0,0.8958901058869287
7.0,0.02140182396352563
8.0,0.19705899028941767
9.0,0.09369580813627233
10.0,0.02222527575501402
11.0,0.010012560323224683
12.0,0.09314350564487169
13.0,0.026800110799973735
14.0,0.9363308420140217
15.0,0.25567201543847695
16.0,0.09192235368517701
17.0,0.968352908210715
18.0,0.7016889384135228
19.0,0.00275263783749472
20.0,0.8484433102207249
21.0,0.540178784036091
22.0,0.005298688423000866
23.0,0.004845528695478457
24.0,0.9193633181518093
25.0,0.01343132728613125
26.0,0.014288781499920003
27.0,0.8857339278717455
28.0,0.9438914305649035
29.0,0.9617327923588149
30.0,0.9213810956298726
31.0,0.9409843089396309
32.0,0.32702322180537313
33.0,0.958277559634749
34.0,0.03975759277967789
35.0,0.4822140731196347
36.0,0.9094371374954384
37.0,0.8180380655866479
38.0,0.8560951014949104
39.0,0.9987518459047241
40.0,0.9912413105096295
41.0,0.08747329754533203
42.0,0.13555497917169396
43.0,0.07385425879310178
44.0,0.5722337340028283
45.0,0.014269845236706602
46.0,0.444392494081815
47.0,0.025968269637476598
48.0,0.28682373095628344
49.0,0.36601794194776527
50.0,0.01539217953018559
51.0,0.9059317186207876
52.0,0.9467403714565668
53.0,0.8837852338467902
54.0,0.23750912700219756
55.0,0.9866493082101574
56.0,0.005191673199572373
57.0,0.007915639886593603
58.0,0.9231092654408186
59.0,0.729760399906984
60.0,0.9893400444104012
61.0,0.9749123718544859
62.0,0.9878142245700111
63.0,0.9860590241522236
64.0,0.021037791900961975
65.0,0.011210397158210645
66.0,0.08194432646564136
67.0,0.017244939517564097
68.0,0.00633600806763489
69.0,0.9918143704739253
70.0,0.08824954362542549
71.0,0.014653871949012872
72.0,0.3333898233014769
73.0,0.6049238041315255
74.0,0.9875179733428373
75.0,0.23320062794632784
76.0,0.008792327026989195
77.0,0.42528563968643934
78.0,0.9887755372375509
79.0,0.004410503021093728
80.0,0.9878550919897947
81.0,0.9837667573791098
82.0,0.42386854642933985
83.0,0.41493581965696924
84.0,0.004919495467105526
85.0,0.009538241441767839
86.0,0.02333896676904921
87.0,0.9413249378998367
88.0,0.9676202116928525
89.0,0.06736376350214193
90.0,0.008580568312312723
91.0,0.009548329388943266
92.0,0.8443334564346703
93.0,0.0036041603628198305
94.0,0.2845250767591053
95.0,0.9655209956701587
96.0,0.2221587258790379
97.0,0.932677954104841
98.0,0.011378992212777559
99.0,0.5063397750278348
100.0,0.5390154611795441
101.0,0.11011489135811028
102.0,0.8483638342673059
103.0,0.8486214015052174
104.0,0.08930916443252439
105.0,0.00865150069855974
106.0,0.4098980103664111
107.0,0.3166520726892071
108.0,0.5293047307313141
109.0,0.9184206202321334
110.0,0.984595709292065
111.0,0.5023457507865918
112.0,0.9199639266010247
113.0,0.006250755363965482
114.0,0.8446216683674843
115.0,0.7358955959281298
116.0,0.8433114337325243
117.0,0.33298294993463956
118.0,0.2620339873207023
119.0,0.9783160460051278
120.0,0.9271960394102537
121.0,0.9413368595037508
122.0,0.00965159128709538
123.0,0.011647423075407472
124.0,0.897526097344382
125.0,0.8688064658498396
126.0,0.013134415454376505
127.0,0.1479858930686668
128.0,0.384735298642469
129.0,0.9996117693691804
130.0,0.8286606830986182
131.0,0.005988348316350189
132.0,0.031581958828992965
133.0,0.0782674119870204
134.0,0.03556032792509314
135.0,0.008327585135721436
136.0,0.35138827580818627
137.0,0.3043653956858956
138.0,0.9996579168569248
139.0,0.951220649229108
140.0,0.04160392371002079
141.0,0.604387249945234
142.0,0.05823169173518894
143.0,0.1339840247162274
144.0,0.06791141074573012
145.0,0.5278783526142395
146.0,0.31122159898738827
147.0,0.9924974455963719
148.0,0.012440728436603168
149.0,0.05365684406778766
150.0,0.5750715186008335
151.0,0.007979987865683666
152.0,0.0860882941991978
153.0,0.9430073025129146
154.0,0.0018197303855466407
155.0,0.20194411147902644
156.0,0.9824154684424202
157.0,0.8633373809749039
158.0,0.30254725941099264
159.0,0.9979641004273659
160.0,0.6477532930569538
161.0,0.004427112045938318
162.0,0.2678587782234522
163.0,0.9965150872518646
164.0,0.05043153524894832
165.0,0.009812183886620756
166.0,0.04605605762391015
167.0,0.013990177799880663
168.0,0.976381053302491
169.0,0.9483749314380845
170.0,0.9196042742667597
171.0,0.008646936159114984
172.0,0.9731812988049521
173.0,0.026295416777011173
174.0,0.990935294571851
175.0,0.07994431708647054
176.0,0.7837747123002817
177.0,0.042561325250022465
178.0,0.008017645130239852
179.0,0.06497820383147397
180.0,0.018044998150376808
181.0,0.8021507569064671
182.0,0.009598001930798128
183.0,0.9843966532206998
184.0,0.1516865218077966
185.0,0.09919472602160888
186.0,0.8005385410295279
187.0,0.7391791130159756
188.0,0.9663390234205321
189.0,0.6408582082034407
190.0,0.008901163726367501
191.0,0.06879301357382638
192.0,0.009426668240740538
193.0,0.02368848597720489
194.0,0.1325014224882342
195.0,0.6922444962120256
196.0,0.4227268907427959
197.0,0.9781036634183614
198.0,0.9089594308884582
199.0,0.03312226824717495
200.0,0.7950670452305173
201.0,0.4251295370137515
202.0,0.9048985199816484
203.0,0.9411438934857781
204.0,0.07944200462213437
205.0,0.04114676584114465
206.0,0.0439076142188501
207.0,0.9897475348764763
208.0,0.9087357447603704
209.0,0.9930998926321795
210.0,0.2521593455781964
211.0,0.4370017114241578
212.0,0.04115962200092189
213.0,0.7290485432926967
214.0,0.0016566480891073217
215.0,0.1088468657130015
216.0,0.5260515207634786
217.0,0.9035674436903476
218.0,0.856223202832337
219.0,0.2893350720886195
220.0,0.8291033911504098
221.0,0.5675301058536301
222.0,0.9986116592828109
223.0,0.04809089314058936
224.0,0.3488108731349998
225.0,0.6555703351242059
226.0,0.014571650855708562
227.0,0.8461079822815849
228.0,0.0016047435256079823
229.0,0.9934349982694947
230.0,0.019513725768684355
231.0,0.015332874922780826
232.0,0.5553099151255847
233.0,0.00804188978285469
234.0,0.010653766391340195
235.0,0.9664135332379911
236.0,0.02132497213719644
