id,pred_adaboost_full_data
0.0,0.8430881911093835
1.0,0.20651595557344074
2.0,0.2217031939477192
3.0,0.2676760606053796
4.0,0.7959494643001471
5.0,0.8087196342685163
6.0,0.6428144297507274
7.0,0.25738137061767613
8.0,0.39426022342853184
9.0,0.326939208058954
10.0,0.23304780076821757
11.0,0.18165351635489868
12.0,0.33970621576561627
13.0,0.24010357199342783
14.0,0.7037868460526339
15.0,0.4279017255624015
16.0,0.32591330314179456
17.0,0.7050430725312365
18.0,0.5366921090880902
19.0,0.15964611721265085
20.0,0.6433571560116437
21.0,0.4673275958281246
22.0,0.2168369682147631
23.0,0.19698765183732736
24.0,0.6836900394684078
25.0,0.2231909277233044
26.0,0.22981987202766993
27.0,0.6559331141960799
28.0,0.7105339524604968
29.0,0.7454283849651651
30.0,0.6945222752044314
31.0,0.6773384625677475
32.0,0.49764431486499955
33.0,0.7154804683779169
34.0,0.2972215195811779
35.0,0.49059639439786074
36.0,0.6837051668843382
37.0,0.6300828699458625
38.0,0.6523798420559642
39.0,0.8481463354310839
40.0,0.800734466338592
41.0,0.32482163983430345
42.0,0.39606079244744913
43.0,0.32813257311469474
44.0,0.5125424983234017
45.0,0.21262484380170207
46.0,0.46397619521905925
47.0,0.3032113935471314
48.0,0.4162072150746385
49.0,0.46558096029167545
50.0,0.2536210313556513
51.0,0.7203331108689486
52.0,0.7232648345901751
53.0,0.6825582129333949
54.0,0.40443550108875537
55.0,0.7768072806592041
56.0,0.16864778059055682
57.0,0.1806429607196844
58.0,0.6853755940099695
59.0,0.5654137501579329
60.0,0.7869987184286098
61.0,0.7149673093491432
62.0,0.7744290787733782
63.0,0.7683649382581191
64.0,0.24856088727392575
65.0,0.2330583129728079
66.0,0.333937743464682
67.0,0.22667913626112945
68.0,0.17338106243850063
69.0,0.8060261760078892
70.0,0.32216128185808984
71.0,0.22354789410321863
72.0,0.45837173179215146
73.0,0.5434597659255811
74.0,0.7760180503488757
75.0,0.39659542623296984
76.0,0.18608191277618868
77.0,0.46979720564166133
78.0,0.7755426515294097
79.0,0.1647525175493073
80.0,0.7757897019167377
81.0,0.7622767863988377
82.0,0.45771032817939017
83.0,0.4599052331853709
84.0,0.17319005207083416
85.0,0.21015052622770058
86.0,0.2648891439354004
87.0,0.703844153788454
88.0,0.7171316656801419
89.0,0.32702962539926195
90.0,0.18304112043586585
91.0,0.20330160098298217
92.0,0.617933336082212
93.0,0.16119789787056973
94.0,0.4174059436112139
95.0,0.703966475238414
96.0,0.4182326377070986
97.0,0.6676001469098222
98.0,0.18679050406678907
99.0,0.49549165692069186
100.0,0.5214521654583233
101.0,0.3363883240683917
102.0,0.6347841617913403
103.0,0.6072048825104684
104.0,0.38097205573529147
105.0,0.20585180013004062
106.0,0.4513655338359313
107.0,0.4212541711889826
108.0,0.5047004066658379
109.0,0.6868560172077556
110.0,0.7689409325993054
111.0,0.49325753591538596
112.0,0.6597193980653023
113.0,0.17745584143850363
114.0,0.6149648525430775
115.0,0.5713927120183058
116.0,0.6403390810149528
117.0,0.4520107488742542
118.0,0.4143284730653516
119.0,0.7792522010387838
120.0,0.700595793201991
121.0,0.6964406071582379
122.0,0.2895963558715128
123.0,0.24010632510860216
124.0,0.652793180677241
125.0,0.6172707780595145
126.0,0.19941007886864734
127.0,0.3339181589497594
128.0,0.4639769373710367
129.0,0.8634656930990768
130.0,0.6198965856444025
131.0,0.17359569509790143
132.0,0.266868459592155
133.0,0.3228748462003243
134.0,0.26511335988272117
135.0,0.17791376983934604
136.0,0.44816408838982175
137.0,0.4686296915952785
138.0,0.8690632964759628
139.0,0.6959735125743444
140.0,0.2567090660300987
141.0,0.5413223331832515
142.0,0.29878980509027603
143.0,0.3265421965582304
144.0,0.28615097277765905
145.0,0.503127056176069
146.0,0.45474525310418773
147.0,0.7748249834039889
148.0,0.21237030746776805
149.0,0.2852440757439149
150.0,0.5372774087875468
151.0,0.20609135897733327
152.0,0.3285995856869748
153.0,0.6923438876019136
154.0,0.1510554443531931
155.0,0.4037438905466407
156.0,0.7340974413832027
157.0,0.6593204686996046
158.0,0.43783760805885463
159.0,0.8187097399467824
160.0,0.5151120176759619
161.0,0.16396215133123687
162.0,0.43929390219874664
163.0,0.8186435362412018
164.0,0.34791674025547703
165.0,0.1834852638005713
166.0,0.28901067899158916
167.0,0.21123771980145145
168.0,0.7478478561262594
169.0,0.7223499323070516
170.0,0.6906837110935031
171.0,0.20607369763724775
172.0,0.719762205789281
173.0,0.2478891563697571
174.0,0.7664613389043268
175.0,0.29956370335832166
176.0,0.611446988527973
177.0,0.3058926055715221
178.0,0.20014958390196388
179.0,0.2881098482269627
180.0,0.24463800806732275
181.0,0.6181629956856297
182.0,0.19050775548133725
183.0,0.7306990024933286
184.0,0.346200094158108
185.0,0.31849571849463176
186.0,0.6004846542872398
