id,pred_cat_v4
0,0.997082619270857
1,0.00889396707840807
2,0.010611713484301037
3,0.05014543646619051
4,0.9983721319956071
5,0.9939503558986363
6,0.898329443383524
7,0.02006721346423327
8,0.1986062416545682
9,0.08477454690207412
10,0.02233835517431368
11,0.00938265110102756
12,0.08656476014945681
13,0.02808129139010879
14,0.9353249148126273
15,0.2534699385391982
16,0.10153875808597065
17,0.9704524708361845
18,0.699556115034071
19,0.003230713829862789
20,0.8344000288543073
21,0.5201972443629723
22,0.005321683111339997
23,0.0053772825386359325
24,0.9384134778964299
25,0.012063455202599702
26,0.016015485061779227
27,0.901007221873009
28,0.9346662306734385
29,0.9642798561612254
30,0.9194339456531517
31,0.9321703497167025
32,0.3464005954480748
33,0.9610747262845413
34,0.03939536947686483
35,0.47445987189482536
36,0.9112113511651481
37,0.8200670321150936
38,0.8207546246600331
39,0.9981339549797941
40,0.9914395329503527
41,0.08201194402492294
42,0.11217268781116838
43,0.06397829785833095
44,0.5667366365039539
45,0.01576412322300276
46,0.48702025812053595
47,0.023910139367769322
48,0.33333997784565994
49,0.3361348236735502
50,0.015875502489944265
51,0.9084738092055906
52,0.9387053201352348
53,0.8922614079957258
54,0.23859776323270887
55,0.986567709320426
56,0.005175999939526237
57,0.007426538360680843
58,0.9280847948991242
59,0.7369617175318287
60,0.9884154907785275
61,0.9723243137429243
62,0.9884680150273681
63,0.9866483625507059
64,0.019477568939022145
65,0.01220818900974729
66,0.07572384660828431
67,0.015095433923517922
68,0.006566038056014044
69,0.9938835691798892
70,0.08469939675256248
71,0.014249843276747678
72,0.32878685733526336
73,0.5979912142623854
74,0.9880966117192311
75,0.2152275556475484
76,0.0086935577461937
77,0.41525588618801956
78,0.9890799873600511
79,0.0048112398446002284
80,0.9874508501679471
81,0.9808985409632371
82,0.41911020244464126
83,0.442301509579071
84,0.0051476593035809995
85,0.009188311688164702
86,0.025472856042215133
87,0.9412558492018401
88,0.9659588816506989
89,0.07700960235865756
90,0.00831258911637272
91,0.009818030117412248
92,0.8551507480059166
93,0.0036359818249400316
94,0.27374436908948063
95,0.9687871955593323
96,0.21903851219081188
97,0.9192503923765186
98,0.01126236396030304
99,0.519942752869066
100,0.533522808888122
101,0.11896804081261834
102,0.8539997594943737
103,0.8165511647472479
104,0.08823616060606562
105,0.00769925579147118
106,0.33048604686216426
107,0.3202380616997944
108,0.5076994967218507
109,0.9173396618199666
110,0.9837741183960784
111,0.5034214734965938
112,0.9356167888311201
113,0.005960701540027718
114,0.8528637436689028
115,0.7417582313715707
116,0.8562066100559149
117,0.35640474915928766
118,0.28400603559256704
119,0.9757920678885004
120,0.9219809478593075
121,0.9461228854282268
122,0.008039194102770228
123,0.011475482993080061
124,0.8961559156137039
125,0.8672788735481423
126,0.014391009564699797
127,0.11483244498966641
128,0.37296224344883494
129,0.9995288754712522
130,0.8128453215539939
131,0.005609979029430732
132,0.034745162945357275
133,0.06926542429953719
134,0.03980870574822554
135,0.009791062157488747
136,0.3639383592647215
137,0.32210811917485416
138,0.999707416491401
139,0.9544478419238618
140,0.0439898578874805
141,0.6051219273861453
142,0.0583311877735973
143,0.13090206819785732
144,0.06402034131400419
145,0.5298131788398517
146,0.31765475458766235
147,0.9907895821949934
148,0.010698043334381072
149,0.051452276664221315
150,0.5751437378844831
151,0.00806951007871771
152,0.08709152071518958
153,0.9440319599638987
154,0.0018234212712058965
155,0.1962038940162931
156,0.9831795640939015
157,0.8921002445518336
158,0.29967078596472163
159,0.9979133101181213
160,0.6437338077926342
161,0.0037863100035438317
162,0.2791669916178922
163,0.9968298360243751
164,0.04792146677610142
165,0.009654572302491192
166,0.04410625586459697
167,0.013293134156925991
168,0.9746441885095023
169,0.9602947913455195
170,0.9235447920059062
171,0.008563182114006323
172,0.9727090985368452
173,0.026235696944632132
174,0.9905928933786623
175,0.07698655937484453
176,0.7814380427535731
177,0.03727728268741294
178,0.007734544379087263
179,0.06727193309200173
180,0.019023932169669
181,0.8102843189662392
182,0.01140646903714866
183,0.9869743220073883
184,0.1600478271217382
185,0.09270355175498957
186,0.8078378047318897
187,0.7604628349175815
188,0.9654112422109301
189,0.6260806514289872
190,0.010228140571205024
191,0.06786486543912222
192,0.008999510249681684
193,0.02489638309798061
194,0.12823202334467795
195,0.6887537387972964
196,0.39004197732928897
197,0.9811208467215663
198,0.913954966571557
199,0.03547824280699714
200,0.7965369210946491
201,0.4172594927240034
202,0.893820322176212
203,0.9370447126752933
204,0.07450275108098735
205,0.04266359600861663
206,0.04783496543385972
207,0.9881970797812756
208,0.9109806764373143
209,0.9946820414453511
210,0.24984390721324037
211,0.42872033630123746
212,0.04519598966939668
213,0.7201845221753052
214,0.0015320718255073659
215,0.11308945891376111
216,0.5539037392901068
217,0.92012860853986
218,0.8632749339496929
219,0.28128131712277105
220,0.8350567273624638
221,0.5932204353000688
222,0.9981106650187084
223,0.048157202895753703
224,0.35858390817027797
225,0.6725845454540613
226,0.01445671703839958
227,0.8450062254946477
228,0.0013853266130411201
229,0.9933495189807198
230,0.02159432212577353
231,0.01443209989203615
232,0.5816158451414478
233,0.009038634277075226
234,0.010759840355268755
235,0.9716695514371315
236,0.022949131555827364
237,0.9993321114674847
238,0.9532516792221317
239,0.09281229805539132
240,0.004473642797539299
241,0.01803407790659734
242,0.41829417450442974
243,0.9976611194588793
244,0.8724416108627036
245,0.04182659398719155
246,0.014026260755916212
247,0.7894335584340963
248,0.67816476623118
